date,treatment,sample,target_pH,measured_pH,target_temperature,measured_temperature,conductivity,salinity
30/11/2016,TC,TC1,8.1,7.97,25,25.3,-61.1,35.5
19/02/2017,TTTA,TTTA5,7.6,7.53,29,28.8,-35.9,35.5
19/02/2017,TTTA,TTTA4,7.6,7.53,29,29,-36,35.5
19/02/2017,TA,TA4,7.6,7.54,25,24.8,-36.3,35.5
19/02/2017,TA,TA5,7.6,7.54,25,24.8,-36.3,35.5
19/02/2017,TTA,TTA2,7.6,7.56,27,27.1,-37.8,35.5
19/02/2017,TTA,TTA5,7.6,7.57,27,27,-37.9,35.5
19/02/2017,TTA,TTA1,7.6,7.57,27,27.4,-38,35.5
19/02/2017,TTA,TTA3,7.6,7.57,27,27.2,-38.2,35.5
19/02/2017,TA,TA3,7.6,7.58,25,24.8,-38.5,35.5
19/02/2017,TA,TA2,7.6,7.58,25,24.9,-38.6,35.5
19/02/2017,TTA,TTA4,7.6,7.58,27,27,-38.8,35.5
19/02/2017,TA,TA1,7.6,7.6,25,25.1,-39.7,35.5
19/02/2017,TTTA,TTTA3,7.6,7.6,29,29.1,-40.2,35.5
19/02/2017,TTTA,TTTA2,7.6,7.62,29,29,-41.5,35.5
19/02/2017,TTTA,TTTA1,7.6,7.64,29,29,-42.7,35.5
19/02/2017,TTM,TTM1,7.9,7.71,27,26.2,-46.1,35.5
19/02/2017,TM,TM5,7.9,7.71,25,24.8,-46.1,35.5
19/02/2017,TTM,TTM2,7.9,7.72,27,26.6,-46.8,35.5
19/02/2017,TTTM,TTTM5,7.9,7.73,29,28.8,-47.5,35.5
19/02/2017,TTTM,TTTM3,7.9,7.73,29,28.7,-47.8,35.5
19/02/2017,TTTM,TTTM4,7.9,7.74,29,28.7,-48.3,35.5
19/02/2017,TTM,TTM5,7.9,7.75,27,26.9,-48.8,35.5
19/02/2017,TTTM,TTTM2,7.9,7.75,29,28.5,-48.9,35.5
19/02/2017,TM,TM3,7.9,7.77,25,25,-49.7,35.5
19/02/2017,TM,TM4,7.9,7.78,25,24.9,-49.9,35.5
19/02/2017,TTTM,TTTM1,7.9,7.77,29,28,-50,35.5
19/02/2017,TM,TM2,7.9,7.8,25,24.9,-51.3,35.5
19/02/2017,TTM,TTM4,7.9,7.81,27,26.8,-52.1,35.5
19/02/2017,TM,TM1,7.9,7.82,25,25,-52.6,35.5
19/02/2017,TTM,TTM3,7.9,7.83,27,26.8,-53,35.5
19/02/2017,TTC,TTC1,8.1,7.9,27,26.9,-57,35.5
19/02/2017,TC,TC1,8.1,7.91,25,25,-57.5,35.5
19/02/2017,TC,TC4,8.1,7.92,25,24.9,-58.1,35.5
19/02/2017,TC,TC2,8.1,7.92,25,25,-58.3,35.5
19/02/2017,TTTC,TTTC2,8.1,7.91,29,28.5,-58.3,35.5
19/02/2017,TC,TC3,8.1,7.93,25,25,-58.5,35.5
19/02/2017,TC,TC5,8.1,7.93,25,24.9,-58.6,35.5
19/02/2017,TTTC,TTTC1,8.1,7.93,29,27.6,-59.1,35.5
19/02/2017,TTC,TTC2,8.1,7.93,27,26.9,-59.2,35.5
19/02/2017,TTC,TTC3,8.1,7.95,27,26.8,-60.3,35.5
19/02/2017,TTTC,TTTC5,8.1,7.95,29,28.9,-60.5,35.5
19/02/2017,TTTC,TTTC4,8.1,7.95,29,28.8,-60.8,35.5
19/02/2017,TTTC,TTTC3,8.1,7.95,29,28.7,-60.8,35.5
19/02/2017,TTC,TTC4,8.1,7.98,27,26.9,-62,35.5
19/02/2017,TTC,TTC5,8.1,7.99,27,27,-62.5,35.5
17/02/2017,TC,TC1,8.1,7.99,25,25.5,-22.4,35.2
21/02/2017,TTTA,TTTA5,7.6,7.48,29,29.2,-33.2,35.2
21/02/2017,TTTA,TTTA3,7.6,7.49,29,29,-33.8,35.2
21/02/2017,TTTA,TTTA4,7.6,7.5,29,29.1,-34.3,35.2
21/02/2017,TTA,TTA5,7.6,7.51,27,26.9,-34.5,35.2
21/02/2017,TTA,TTA4,7.6,7.52,27,26.8,-35.2,35.2
21/02/2017,TA,TA5,7.6,7.53,25,24.8,-35.5,35.2
21/02/2017,TA,TA4,7.6,7.54,25,24.9,-36,35.2
21/02/2017,TTA,TTA3,7.6,7.54,27,26.7,-36.3,35.2
21/02/2017,TTA,TTA2,7.6,7.54,27,26.6,-36.4,35.2
21/02/2017,TTA,TTA1,7.6,7.55,27,26.5,-36.8,35.2
21/02/2017,TA,TA3,7.6,7.55,25,24.9,-37,35.2
21/02/2017,TA,TA2,7.6,7.56,25,24.9,-37.6,35.2
17/02/2017,TA,TA4,7.6,7.58,25,25.5,-38.7,35.2
17/02/2017,TA,TA5,7.6,7.59,25,25.5,-39.1,35.2
21/02/2017,TA,TA1,7.6,7.59,25,24.9,-39.1,35.2
17/02/2017,TA,TA3,7.6,7.59,25,25.5,-39.3,35.2
21/02/2017,TTTA,TTTA2,7.6,7.61,29,29,-40.9,35.2
21/02/2017,TTTA,TTTA1,7.6,7.62,29,28.9,-41.2,35.2
17/02/2017,TA,TA2,7.6,7.62,25,25.5,-41.2,35.2
17/02/2017,TTTA,TTTA4,7.6,7.63,29,29.5,-42.2,35.2
21/02/2017,TTM,TTM2,7.9,7.64,27,26.9,-42.3,35.2
21/02/2017,TTM,TTM4,7.9,7.64,27,26.8,-42.4,35.2
21/02/2017,TTM,TTM5,7.9,7.64,27,26.8,-42.4,35.2
17/02/2017,TTTA,TTTA5,7.6,7.64,29,29.6,-42.5,35.2
17/02/2017,TA,TA1,7.6,7.65,25,25.5,-42.7,35.2
17/02/2017,TTA,TTA5,7.6,7.65,27,27,-43.1,35.2
17/02/2017,TTA,TTA4,7.6,7.66,27,27,-43.3,35.2
17/02/2017,TTA,TTA3,7.6,7.67,27,26.9,-43.9,35.2
21/02/2017,TTM,TTM3,7.9,7.67,27,27,-44,35.2
21/02/2017,TTM,TTM1,7.9,7.67,27,27.1,-44.1,35.2
17/02/2017,TTA,TTA2,7.6,7.69,27,26.9,-44.9,35.2
17/02/2017,TTTA,TTTA2,7.6,7.68,29,29.5,-44.9,35.2
17/02/2017,TTTA,TTTA3,7.6,7.69,29,29.5,-45.2,35.2
17/02/2017,TTTA,TTTA1,7.6,7.69,29,29.5,-45.7,35.2
17/02/2017,TTA,TTA1,7.6,7.71,27,27,-46.5,35.2
21/02/2017,TM,TM5,7.9,7.73,25,24.9,-47,35.2
21/02/2017,TTTM,TTTM5,7.9,7.73,29,29.1,-47.7,35.2
21/02/2017,TM,TM2,7.9,7.46,25,24.9,-49,35.2
21/02/2017,TM,TM4,7.9,7.77,25,24.9,-49.3,35.2
21/02/2017,TM,TM3,7.9,7.79,25,24.9,-50.4,35.2
21/02/2017,TTTM,TTTM2,7.9,7.78,29,29,-50.8,35.2
21/02/2017,TTTM,TTTM3,7.9,7.78,29,29.1,-50.9,35.2
21/02/2017,TM,TM1,7.9,7.8,25,24.9,-51.1,35.2
21/02/2017,TTTM,TTTM4,7.9,7.79,29,29.1,-51.1,35.2
21/02/2017,TTTM,TTTM1,7.9,7.81,29,28.9,-52.5,35.2
21/02/2017,TTC,TTC3,8.1,7.82,27,26.7,-52.7,35.2
17/02/2017,TM,TM4,7.9,7.83,25,25.5,-53.1,35.2
17/02/2017,TM,TM3,7.9,7.83,25,25.5,-53.2,35.2
17/02/2017,TM,TM5,7.9,7.84,25,25.5,-53.3,35.2
17/02/2017,TTM,TTM4,7.9,7.83,27,27,-53.3,35.2
17/02/2017,TM,TM2,7.9,7.84,25,25.5,-53.5,35.2
17/02/2017,TTM,TTM3,7.9,7.83,27,27,-53.5,35.2
17/02/2017,TTM,TTM5,7.9,7.84,27,26.9,-53.6,35.2
21/02/2017,TTC,TTC5,8.1,7.85,27,26.9,-54.2,35.2
17/02/2017,TTTM,TTTM5,7.9,7.85,29,29.5,-54.6,35.2
17/02/2017,TM,TM1,7.9,7.87,25,25.5,-55.5,35.2
17/02/2017,TTTM,TTTM4,7.9,7.86,29,29.5,-55.7,35.2
21/02/2017,TTTC,TTTC1,8.1,7.87,29,28.2,-55.9,35.2
17/02/2017,TTTM,TTTM3,7.9,7.87,29,29.5,-56.2,35.2
17/02/2017,TTM,TTM1,7.9,7.89,27,27,-56.6,35.2
17/02/2017,TTTM,TTTM2,7.9,7.88,29,29.5,-56.7,35.2
17/02/2017,TTM,TTM2,7.9,7.89,27,27,-56.8,35.2
21/02/2017,TC,TC4,8.1,7.9,25,24.9,-56.9,35.2
21/02/2017,TTTC,TTTC2,8.1,7.89,29,28.9,-57,35.2
21/02/2017,TTC,TTC4,8.1,7.91,27,26.9,-58,35.2
21/02/2017,TC,TC3,8.1,7.92,25,24.9,-58.3,35.2
21/02/2017,TC,TC2,8.1,7.93,25,25,-58.5,35.2
17/02/2017,TTTM,TTTM1,7.9,7.91,29,29.5,-58.5,35.2
21/02/2017,TC,TC1,8.1,7.94,25,25,-58.9,35.2
21/02/2017,TTC,TTC1,8.1,7.93,27,26.8,-58.9,35.2
21/02/2017,TTTC,TTTC3,8.1,7.92,29,29,-58.9,35.2
21/02/2017,TC,TC5,8.1,7.94,25,24.9,-59.4,35.2
21/02/2017,TTTC,TTTC4,8.1,7.94,29,29,-60,35.2
17/02/2017,TTTC,TTTC1,8.1,7.95,29,29.1,-60.3,35.2
17/02/2017,TTTC,TTTC2,8.1,7.95,29,29.1,-60.3,35.2
21/02/2017,TTTC,TTTC5,8.1,7.97,29,28.9,-61.8,35.2
17/02/2017,TC,TC2,8.1,8,25,25.5,-62.9,35.2
17/02/2017,TTTC,TTTC3,8.1,7.99,29,29.2,-62.9,35.2
17/02/2017,TC,TC3,8.1,8.01,25,25.5,-63.3,35.2
21/02/2017,TTC,TTC2,8.1,8.01,27,26.8,-63.4,35.2
17/02/2017,TTC,TTC2,8.1,8.01,27,26.9,-63.8,35.2
17/02/2017,TC,TC4,8.1,8.02,25,25.4,-64.1,35.2
17/02/2017,TC,TC5,8.1,8.03,25,25.4,-64.6,35.2
17/02/2017,TTC,TTC1,8.1,8.03,27,26.9,-64.9,35.2
17/02/2017,TTTC,TTTC4,8.1,8.03,29,29.4,-65,35.2
17/02/2017,TTC,TTC4,8.1,8.04,27,27,-65.3,35.2
17/02/2017,TTTC,TTTC5,8.1,8.03,29,29.5,-65.5,35.2
17/02/2017,TTC,TTC3,8.1,8.05,27,27,-65.8,35.2
17/02/2017,TTC,TTC5,8.1,8.06,27,27,-66.3,35.2
16/02/2017,TTTC,TTTC1,8.1,8.05,29,29,66.4,35.1
13/02/2017,TTTC,TTTC1,8.1,8.02,29,27.9,64.3,35.1
27/12/2016,TTM,TTM4,7.9,7.77,27,26.8,-5,35.1
16/02/2017,TTM,TTM1,7.9,7.8,27,27,-5.5,35.1
20/02/2017,TTTA,TTTA4,7.6,7.52,29,29,-35.6,35.1
20/02/2017,TA,TA4,7.6,7.54,25,25,-36.6,35.1
20/02/2017,TA,TA3,7.6,7.55,25,25,-37.1,35.1
20/02/2017,TTA,TTA5,7.6,7.55,27,26.6,-37.2,35.1
27/12/2016,TA,TA3,7.6,7.56,25,25.4,-37.5,35.1
20/02/2017,TTA,TTA3,7.6,7.56,27,26.5,-37.6,35.1
27/12/2016,TA,TA2,7.6,7.56,25,25.4,-37.6,35.1
20/02/2017,TTA,TTA2,7.6,7.56,27,26.4,-37.8,35.1
27/12/2016,TA,TA4,7.6,7.57,25,25.3,-37.9,35.1
20/02/2017,TTA,TTA4,7.6,7.56,27,26.6,-37.9,35.1
16/02/2017,TA,TA3,7.6,7.59,25,25.3,-38,35.1
21/12/2016,TA,TA2,7.6,7.57,25,25.3,-38.3,35.1
21/12/2016,TA,TA3,7.6,7.57,25,25.2,-38.3,35.1
20/02/2017,TA,TA2,7.6,7.57,25,24.9,-38.3,35.1
20/02/2017,TTTA,TTTA3,7.6,7.57,29,29,-38.4,35.1
21/12/2016,TA,TA5,7.6,7.58,25,25.2,-38.7,35.1
20/02/2017,TA,TA5,7.6,7.58,25,25,-38.7,35.1
20/02/2017,TTTA,TTTA5,7.6,7.58,29,29,-38.8,35.1
13/01/2017,TA,TA4,7.6,7.59,25,24.9,-38.9,35.1
27/12/2016,TA,TA5,7.6,7.58,25,25.4,-38.9,35.1
16/02/2017,TA,TA4,7.6,7.59,25,25.3,-39.2,35.1
13/01/2017,TA,TA5,7.6,7.59,25,24.9,-39.3,35.1
20/02/2017,TA,TA1,7.6,7.59,25,24.9,-39.3,35.1
21/12/2016,TTTA,TTTA5,7.6,7.59,29,29,-39.4,35.1
13/01/2017,TA,TA3,7.6,7.59,25,24.9,-39.4,35.1
16/02/2017,TA,TA5,7.6,7.54,25,25.3,-39.4,35.1
21/12/2016,TA,TA4,7.6,7.6,25,25.2,-39.5,35.1
08/02/2017,TA,TA5,7.6,7.6,25,24.8,-39.6,35.1
13/01/2017,TA,TA2,7.6,7.6,25,24.9,-39.7,35.1
08/02/2017,TA,TA4,7.6,7.6,25,24.7,-39.7,35.1
20/02/2017,TTA,TTA1,7.6,7.6,27,26.4,-39.8,35.1
16/02/2017,TA,TA2,7.6,7.6,25,25.4,-40,35.1
06/02/2017,TA,TA3,7.6,7.6,25,25.2,-40,35.1
21/12/2016,TA,TA1,7.6,7.61,25,25.4,-40.3,35.1
16/02/2017,TTTA,TTTA4,7.6,7.6,29,29.3,-40.3,35.1
01/02/2017,TTA,TTA4,7.6,7.61,27,26.9,-40.6,35.1
20/02/2017,TTTA,TTTA2,7.6,7.61,29,29,-40.7,35.1
16/02/2017,TTTA,TTTA2,7.6,7.61,29,29.1,-40.8,35.1
16/02/2017,TTA,TTA1,7.6,7.61,27,26.8,-40.8,35.1
16/02/2017,TTTA,TTTA3,7.6,7.61,29,29.3,-40.9,35.1
01/02/2017,TA,TA4,7.6,7.62,25,25.3,-41,35.1
26/01/2017,TTTA,TTTA5,7.6,7.62,29,29.4,-41.1,35.1
21/12/2016,TTTA,TTTA4,7.6,7.62,29,29,-41.2,35.1
16/02/2017,TTA,TTA3,7.6,7.62,27,26.8,-41.2,35.1
21/12/2016,TTTA,TTTA1,7.6,7.62,29,28.5,-41.3,35.1
16/02/2017,TTA,TTA4,7.6,7.62,27,26.9,-41.3,35.1
13/01/2017,TA,TA1,7.6,7.63,25,24.9,-41.4,35.1
01/02/2017,TA,TA5,7.6,7.63,25,25.3,-41.5,35.1
27/12/2016,TTTA,TTTA2,7.6,7.62,29,29.1,-41.5,35.1
01/02/2017,TTA,TTA5,7.6,7.63,27,26.9,-41.6,35.1
26/01/2017,TTA,TTA3,7.6,7.63,27,26.7,-41.6,35.1
06/02/2017,TA,TA4,7.6,7.63,25,25.2,-41.6,35.1
16/02/2017,TTA,TTA2,7.6,7.63,27,26.7,-41.7,35.1
08/02/2017,TA,TA3,7.6,7.63,25,24.7,-41.7,35.1
27/12/2016,TTTA,TTTA3,7.6,7.62,29,29.3,-41.7,35.1
01/02/2017,TTTA,TTTA2,7.6,7.63,29,29.2,-41.8,35.1
03/02/2017,TTA,TTA5,7.6,7.63,27,26.9,-41.8,35.1
21/12/2016,TTTA,TTTA3,7.6,7.63,29,29,-41.9,35.1
31/01/2017,TTTA,TTTA5,7.6,7.63,29,28.9,-41.9,35.1
07/02/2017,TA,TA5,7.6,7.64,25,24.9,-42,35.1
16/02/2017,TTTA,TTTA5,7.6,7.63,29,29.3,-42,35.1
01/02/2017,TTTA,TTTA1,7.6,7.63,29,29.1,-42,35.1
20/02/2017,TTTA,TTTA1,7.6,7.63,29,28.8,-42,35.1
16/02/2017,TA,TA1,7.6,7.64,25,25.4,-42.1,35.1
31/01/2017,TTA,TTA5,7.6,7.64,27,26.8,-42.2,35.1
26/01/2017,TTTA,TTTA2,7.6,7.63,29,29.3,-42.2,35.1
27/12/2016,TTTA,TTTA1,7.6,7.63,29,29.1,-42.2,35.1
07/02/2017,TA,TA3,7.6,7.65,25,24.9,-42.3,35.1
23/12/2016,TA,TA5,7.6,7.65,25,25.2,-42.4,35.1
26/01/2017,TTTA,TTTA4,7.6,7.64,29,29.4,-42.4,35.1
26/01/2017,TTA,TTA2,7.6,7.64,27,26.9,-42.4,35.1
01/01/2017,TTTA,TTTA4,7.6,7.64,29,29.1,-42.5,35.1
21/12/2016,TTTA,TTTA2,7.6,7.64,29,28.9,-42.5,35.1
31/01/2017,TTA,TTA4,7.6,7.65,27,26.8,-42.6,35.1
01/02/2017,TA,TA3,7.6,7.65,25,25.3,-42.6,35.1
26/01/2017,TTTA,TTTA3,7.6,7.64,29,29.4,-42.6,35.1
06/02/2017,TTTA,TTTA4,7.6,7.64,29,29.2,-42.6,35.1
16/02/2017,TTTA,TTTA1,7.6,7.64,29,29.1,-42.6,35.1
03/02/2017,TTTA,TTTA5,7.6,7.64,29,28.9,-42.6,35.1
26/01/2017,TTTA,TTTA1,7.6,7.64,29,29,-42.7,35.1
21/12/2016,TTA,TTA4,7.6,7.65,27,25.1,-42.8,35.1
31/01/2017,TTTA,TTTA4,7.6,7.65,29,29,-42.9,35.1
27/12/2016,TTA,TTA4,7.6,7.65,27,26.8,-42.9,35.1
27/12/2016,TA,TA1,7.6,7.65,25,25.6,-42.9,35.1
03/02/2017,TA,TA5,7.6,7.65,25,25,-42.9,35.1
06/02/2017,TA,TA1,7.6,7.66,25,25.2,-43,35.1
27/12/2016,TTTA,TTTA4,7.6,7.65,29,29.3,-43,35.1
13/01/2017,TTA,TTA5,7.6,7.65,27,26.9,-43,35.1
21/12/2016,TTA,TTA3,7.6,7.66,27,25.1,-43.1,35.1
08/02/2017,TA,TA2,7.6,7.66,25,24.7,-43.1,35.1
01/02/2017,TTA,TTA2,7.6,7.65,27,26.9,-43.1,35.1
26/01/2017,TA,TA1,7.6,7.66,25,25.4,-43.2,35.1
03/02/2017,TA,TA4,7.6,7.66,25,25,-43.2,35.1
01/02/2017,TTA,TTA1,7.6,7.66,27,26.9,-43.3,35.1
07/02/2017,TTA,TTA2,7.6,7.66,27,26.9,-43.3,35.1
21/12/2016,TTA,TTA5,7.6,7.66,27,25.1,-43.3,35.1
01/02/2017,TTTA,TTTA3,7.6,7.65,29,29.2,-43.3,35.1
07/02/2017,TTTA,TTTA4,7.6,7.65,29,28.9,-43.3,35.1
08/02/2017,TTTA,TTTA5,7.6,7.66,29,28.7,-43.4,35.1
16/02/2017,TTA,TTA5,7.6,7.66,27,26.9,-43.4,35.1
07/02/2017,TA,TA4,7.6,7.66,25,24.9,-43.4,35.1
13/02/2017,TTTA,TTTA5,7.6,7.66,29,28.3,-43.5,35.1
23/12/2016,TA,TA2,7.6,7.66,25,25.3,-43.5,35.1
23/12/2016,TA,TA4,7.6,7.66,25,25.3,-43.5,35.1
23/12/2016,TA,TA3,7.6,7.67,25,25.3,-43.6,35.1
27/12/2016,TTTA,TTTA5,7.6,7.66,29,29.3,-43.6,35.1
01/01/2017,TTTA,TTTA5,7.6,7.66,29,29.1,-43.6,35.1
13/01/2017,TTTA,TTTA1,7.6,7.66,29,29,-43.6,35.1
26/01/2017,TA,TA4,7.6,7.67,25,25.3,-43.7,35.1
01/02/2017,TA,TA2,7.6,7.67,25,25.3,-43.7,35.1
21/12/2016,TTA,TTA2,7.6,7.67,27,25.2,-43.7,35.1
06/02/2017,TA,TA5,7.6,7.67,25,25.2,-43.7,35.1
21/12/2016,TTA,TTA1,7.6,7.67,27,25.1,-43.7,35.1
01/02/2017,TTTA,TTTA5,7.6,7.66,29,29.3,-43.7,35.1
31/01/2017,TTTA,TTTA3,7.6,7.66,29,29,-43.7,35.1
27/12/2016,TTA,TTA5,7.6,7.66,27,26.8,-43.7,35.1
01/02/2017,TTA,TTA3,7.6,7.67,27,26.9,-43.8,35.1
07/02/2017,TA,TA2,7.6,7.67,25,24.9,-43.8,35.1
01/02/2017,TTTA,TTTA4,7.6,7.66,29,29.3,-43.8,35.1
13/01/2017,TTA,TTA1,7.6,7.67,27,26.9,-43.9,35.1
13/02/2017,TTTA,TTTA4,7.6,7.69,29,28.3,-44,35.1
03/02/2017,TTTA,TTTA1,7.6,7.67,29,28.9,-44,35.1
13/01/2017,TTM,TTM3,7.9,7.67,27,27,-44,35.1
27/12/2016,TTA,TTA3,7.6,7.67,27,26.9,-44,35.1
13/01/2017,TTA,TTA4,7.6,7.67,27,26.9,-44,35.1
26/01/2017,TTA,TTA4,7.6,7.67,27,26.6,-44,35.1
01/01/2017,TA,TA4,7.6,7.67,25,25.4,-44,35.1
01/02/2017,TA,TA1,7.6,7.67,25,25.3,-44,35.1
01/01/2017,TTTA,TTTA3,7.6,7.66,29,29.1,-44,35.1
03/02/2017,TTTA,TTTA3,7.6,7.67,29,29,-44.1,35.1
07/02/2017,TTTA,TTTA5,7.6,7.67,29,29,-44.1,35.1
13/02/2017,TTTA,TTTA3,7.6,7.67,29,28.2,-44.1,35.1
03/02/2017,TTA,TTA1,7.6,7.67,27,26.9,-44.1,35.1
08/02/2017,TTA,TTA1,7.6,7.67,27,26.7,-44.1,35.1
27/12/2016,TTA,TTA1,7.6,7.67,27,26.6,-44.1,35.1
26/01/2017,TA,TA2,7.6,7.68,25,25.3,-44.2,35.1
26/01/2017,TA,TA5,7.6,7.68,25,25.2,-44.2,35.1
03/02/2017,TA,TA3,7.6,7.68,25,25,-44.2,35.1
06/02/2017,TTTA,TTTA5,7.6,7.67,29,29,-44.2,35.1
27/12/2016,TTA,TTA2,7.6,7.68,27,26.8,-44.3,35.1
03/02/2017,TA,TA1,7.6,7.68,25,25.1,-44.3,35.1
13/01/2017,TTA,TTA3,7.6,7.67,27,26.9,-44.3,35.1
13/01/2017,TTA,TTA2,7.6,7.68,27,26.9,-44.4,35.1
08/02/2017,TTA,TTA5,7.6,7.68,27,26.9,-44.4,35.1
03/02/2017,TTA,TTA3,7.6,7.68,27,26.8,-44.4,35.1
26/01/2017,TTA,TTA1,7.6,7.68,27,26.6,-44.4,35.1
01/01/2017,TA,TA2,7.6,7.68,25,25.5,-44.4,35.1
31/01/2017,TA,TA1,7.6,7.68,25,25.2,-44.4,35.1
31/01/2017,TA,TA4,7.6,7.68,25,25.2,-44.4,35.1
06/02/2017,TTTA,TTTA1,7.6,7.67,29,29.2,-44.4,35.1
03/02/2017,TTTA,TTTA2,7.6,7.67,29,29.1,-44.4,35.1
13/02/2017,TTTA,TTTA2,7.6,7.68,29,28.2,-44.5,35.1
07/02/2017,TTA,TTA1,7.6,7.68,27,27,-44.5,35.1
23/12/2016,TA,TA1,7.6,7.68,25,25.4,-44.5,35.1
01/01/2017,TA,TA3,7.6,7.68,25,25.4,-44.5,35.1
01/01/2017,TTTA,TTTA2,7.6,7.67,29,29.1,-44.5,35.1
08/02/2017,TTTA,TTTA3,7.6,7.67,29,28.8,-44.5,35.1
08/02/2017,TA,TA1,7.6,7.69,25,24.7,-44.6,35.1
07/02/2017,TTTA,TTTA3,7.6,7.68,29,28.9,-44.6,35.1
13/01/2017,TTTA,TTTA2,7.6,7.67,29,29.2,-44.6,35.1
26/01/2017,TA,TA3,7.6,7.69,25,25.3,-44.7,35.1
03/02/2017,TTTA,TTTA4,7.6,7.68,29,29,-44.8,35.1
13/01/2017,TTM,TTM2,7.9,7.68,27,27.1,-44.8,35.1
03/02/2017,TTA,TTA2,7.6,7.68,27,26.9,-44.8,35.1
31/01/2017,TTA,TTA3,7.6,7.68,27,26.8,-44.8,35.1
08/02/2017,TTA,TTA3,7.6,7.68,27,26.8,-44.8,35.1
06/02/2017,TA,TA2,7.6,7.68,25,25.2,-44.8,35.1
13/02/2017,TTA,TTA4,7.6,7.69,27,26.8,-44.9,35.1
20/02/2017,TM,TM5,7.9,7.69,25,24.8,-44.9,35.1
13/01/2017,TTTA,TTTA3,7.6,7.68,29,29.3,-44.9,35.1
08/02/2017,TTTA,TTTA1,7.6,7.68,29,28.7,-44.9,35.1
31/01/2017,TA,TA3,7.6,7.69,25,25.2,-45,35.1
13/02/2017,TTTA,TTTA1,7.6,7.69,29,28.2,-45.1,35.1
13/01/2017,TTM,TTM1,7.9,7.69,27,27,-45.1,35.1
03/02/2017,TA,TA2,7.6,7.69,25,25,-45.1,35.1
03/02/2017,TTA,TTA4,7.6,7.69,27,26.9,-45.2,35.1
13/02/2017,TTA,TTA3,7.6,7.69,27,26.7,-45.2,35.1
31/01/2017,TA,TA5,7.6,7.7,25,25.2,-45.3,35.1
07/02/2017,TA,TA1,7.6,7.7,25,24.9,-45.3,35.1
31/01/2017,TTTA,TTTA1,7.6,7.69,29,28.8,-45.3,35.1
06/02/2017,TTA,TTA1,7.6,7.69,27,26.9,-45.3,35.1
01/01/2017,TTA,TTA1,7.6,7.69,27,26.6,-45.3,35.1
01/01/2017,TA,TA5,7.6,7.7,25,25.4,-45.4,35.1
01/01/2017,TTTA,TTTA1,7.6,7.69,29,28.8,-45.4,35.1
08/02/2017,TTTA,TTTA2,7.6,7.69,29,28.8,-45.4,35.1
31/01/2017,TTA,TTA2,7.6,7.69,27,26.8,-45.4,35.1
13/02/2017,TTA,TTA5,7.6,7.69,27,26.8,-45.4,35.1
07/02/2017,TTA,TTA3,7.6,7.7,27,26.9,-45.5,35.1
13/02/2017,TA,TA2,7.6,7.7,25,25.3,-45.6,35.1
23/12/2016,TTTA,TTTA5,7.6,7.69,29,29.3,-45.7,35.1
06/02/2017,TTTA,TTTA2,7.6,7.69,29,29.2,-45.7,35.1
23/12/2016,TTTA,TTTA4,7.6,7.7,29,29.2,-45.8,35.1
08/02/2017,TTTA,TTTA4,7.6,7.7,29,28.7,-45.8,35.1
26/01/2017,TTA,TTA5,7.6,7.7,27,26.9,-45.8,35.1
13/02/2017,TTA,TTA2,7.6,7.7,27,26.7,-45.8,35.1
13/02/2017,TA,TA3,7.6,7.7,25,25.2,-45.8,35.1
13/02/2017,TA,TA1,7.6,7.71,25,25.3,-45.9,35.1
07/02/2017,TTA,TTA5,7.6,7.7,27,26.9,-45.9,35.1
01/01/2017,TTA,TTA2,7.6,7.7,27,26.8,-45.9,35.1
13/02/2017,TTA,TTA1,7.6,7.7,27,26.6,-45.9,35.1
31/01/2017,TTA,TTA1,7.6,7.71,27,26.9,-46,35.1
13/02/2017,TA,TA4,7.6,7.71,25,25.3,-46,35.1
06/02/2017,TTA,TTA4,7.6,7.7,27,26.9,-46,35.1
06/02/2017,TTA,TTA5,7.6,7.71,27,26.9,-46.1,35.1
23/12/2016,TTTA,TTTA3,7.6,7.7,29,29,-46.1,35.1
23/12/2016,TTTA,TTTA1,7.6,7.7,29,28.9,-46.1,35.1
06/02/2017,TTA,TTA2,7.6,7.71,27,26.8,-46.2,35.1
13/02/2017,TA,TA5,7.6,7.71,25,25.3,-46.2,35.1
20/02/2017,TTTM,TTTM5,7.9,7.71,29,29,-46.3,35.1
07/02/2017,TTA,TTA4,7.6,7.71,27,26.9,-46.3,35.1
08/02/2017,TTA,TTA2,7.6,7.71,27,26.8,-46.3,35.1
13/01/2017,TTTA,TTTA4,7.6,7.7,29,29.2,-46.3,35.1
06/02/2017,TTA,TTA3,7.6,7.71,27,26.9,-46.4,35.1
23/12/2016,TTA,TTA1,7.6,7.72,27,26.4,-46.5,35.1
31/01/2017,TA,TA2,7.6,7.72,25,25.2,-46.5,35.1
13/01/2017,TTM,TTM5,7.9,7.71,27,27,-46.5,35.1
08/02/2017,TTM,TTM5,7.9,7.74,27,26.8,-46.6,35.1
13/01/2017,TTTA,TTTA5,7.6,7.71,29,29.2,-46.6,35.1
20/02/2017,TTTM,TTTM3,7.9,7.71,29,29.1,-46.6,35.1
06/02/2017,TTTA,TTTA3,7.6,7.71,29,29.2,-46.7,35.1
23/12/2016,TTA,TTA2,7.6,7.72,27,26.4,-46.9,35.1
31/01/2017,TTTA,TTTA2,7.6,7.71,29,29,-46.9,35.1
01/01/2017,TTA,TTA4,7.6,7.72,27,27,-47,35.1
