date,treatment,sample,target_pH,measured_pH,target_temperature,measured_temperature,conductivity,salinity
30/11/2016,TTTC,TTTC4,8.1,7.96,29,29,-61.3,34.8
30/11/2016,TC,TC3,8.1,7.98,25,25.3,-61.4,34.8
30/11/2016,TTTC,TTTC3,8.1,7.97,29,29,-61.4,34.8
08/12/2016,TTC,TTC3,8.1,7.97,27,27.1,-61.5,34.8
08/12/2016,TC,TC2,8.1,7.98,25,25.2,-61.7,34.8
30/11/2016,TTC,TTC4,8.1,7.98,27,27.1,-61.8,34.8
30/11/2016,TTC,TTC1,8.1,7.98,27,26.8,-61.9,34.8
08/12/2016,TTTC,TTTC3,8.1,7.97,29,29.3,-61.9,34.8
30/11/2016,TTTC,TTTC1,8.1,7.97,29,28.9,-61.9,34.8
30/11/2016,TTTC,TTTC2,8.1,7.97,29,28.9,-61.9,34.8
07/12/2016,TTTC,TTTC5,8.1,7.98,29,29,-62,34.8
30/11/2016,TTC,TTC5,8.1,7.98,27,27.1,-62,34.8
08/12/2016,TTC,TTC4,8.1,7.98,27,27.1,-62,34.8
08/12/2016,TTC,TTC2,8.1,7.98,27,27.01,-62,34.8
07/12/2016,TTC,TTC4,8.1,7.99,27,27.2,-62.5,34.8
07/12/2016,TTC,TTC2,8.1,7.99,27,27,-62.6,34.8
08/12/2016,TTC,TTC1,8.1,7.99,27,26.7,-62.7,34.8
08/12/2016,TC,TC1,8.1,8,25,25.3,-62.8,34.8
08/12/2016,TTTC,TTTC5,8.1,7.99,29,29.1,-62.9,34.8
02/12/2016,TTTC,TTTC4,8.1,8,29,29,-63,34.8
07/12/2016,TTTC,TTTC3,8.1,7.99,29,29.1,-63,34.8
07/12/2016,TTTC,TTTC4,8.1,8,29,29.1,-63.2,34.8
07/12/2016,TC,TC4,8.1,8.02,25,25.1,-63.7,34.8
08/12/2016,TTTC,TTTC1,8.1,8.01,29,28.6,-63.9,34.8
02/12/2016,TC,TC2,8.1,8.03,25,25.1,-64.1,34.8
30/10/2016,TTC,TTC1,8.1,7.98,27,27.3,-64.2,34.8
18/01/2017,TC,TC1,8.1,8.03,25,25.2,-64.3,34.8
02/12/2016,TC,TC5,8.1,8.03,25,25.1,-64.3,34.8
08/12/2016,TTC,TTC5,8.1,8.02,27,27.1,-64.3,34.8
02/12/2016,TTC,TTC5,8.1,8.03,27,27.1,-64.4,34.8
08/12/2016,TC,TC3,8.1,8.03,25,25.3,-64.4,34.8
23/10/2016,TC,TC1,8.1,8.01,25,24.5,-64.4,34.8
02/12/2016,TTC,TTC3,8.1,8.03,27,27.1,-64.6,34.8
07/12/2016,TTC,TTC3,8.1,8.03,27,27.1,-64.6,34.8
02/12/2016,TTC,TTC2,8.1,8.03,27,27,-64.7,34.8
07/12/2016,TTTC,TTTC1,8.1,8.02,29,28.6,-64.7,34.8
07/12/2016,TC,TC3,8.1,8.04,25,25.1,-64.9,34.8
07/12/2016,TC,TC5,8.1,8.04,25,25.1,-64.9,34.8
02/12/2016,TC,TC1,8.1,8.03,25,25.1,-64.9,34.8
22/10/2016,TC,TC1,8.1,8.02,25,25,-64.9,34.8
02/12/2016,TC,TC4,8.1,8.04,25,25.1,-65.1,34.8
02/12/2016,TTTC,TTTC5,8.1,8.03,29,29.2,-65.1,34.8
02/12/2016,TTTC,TTTC3,8.1,8.04,29,29,-65.2,34.8
30/10/2016,TC,TC1,8.1,8,25,25.2,-65.2,34.8
07/12/2016,TC,TC1,8.1,8.05,25,25.1,-65.3,34.8
02/12/2016,TTC,TTC1,8.1,8.04,27,26.9,-65.3,34.8
02/12/2016,TTC,TTC4,8.1,8.04,27,27.1,-65.4,34.8
02/12/2016,TTTC,TTTC1,8.1,8.03,29,28.8,-65.4,34.8
07/12/2016,TTC,TTC5,8.1,8.04,27,27.2,-65.5,34.8
07/12/2016,TTTC,TTTC2,8.1,8.04,29,29.1,-65.6,34.8
08/12/2016,TTTC,TTTC2,8.1,8.04,29,29.1,-65.6,34.8
20/01/2017,TC,TC1,8.1,8.05,25,25.1,-65.7,34.8
23/10/2016,TTTC,TTTC2,8.1,8.02,29,28.2,-65.7,34.8
30/10/2016,TTTC,TTTC3,8.1,8,29,29.2,-65.7,34.8
02/12/2016,TTTC,TTTC2,8.1,8.04,29,29.1,-65.9,34.8
30/10/2016,TTC,TTC5,8.1,8.01,27,27.3,-66,34.8
20/01/2017,TTTC,TTTC5,8.1,8.05,29,29.4,-66.1,34.8
30/10/2016,TTTC,TTTC1,8.1,8.01,29,28.9,-66.3,34.8
07/12/2016,TC,TC2,8.1,8.06,25,25.1,-66.4,34.8
23/10/2016,TC,TC2,8.1,8.05,25,24.6,-66.6,34.8
20/01/2017,TTTC,TTTC2,8.1,8.06,29,29.1,-66.7,34.8
18/01/2017,TTC,TTC4,8.1,8.07,27,27,-66.9,34.8
18/01/2017,TC,TC3,8.1,8.08,25,25.2,-67.2,34.8
18/01/2017,TTTC,TTTC4,8.1,8.06,29,29.1,-67.2,34.8
18/01/2017,TTTC,TTTC2,8.1,8.07,29,29.2,-67.3,34.8
18/01/2017,TTTC,TTTC3,8.1,8.07,29,29.1,-67.4,34.8
30/10/2016,TC,TC2,8.1,8.04,25,25.2,-67.4,34.8
18/01/2017,TTTC,TTTC5,8.1,8.07,29,29.3,-67.5,34.8
23/10/2016,TTTC,TTTC4,8.1,8.05,29,28.6,-67.5,34.8
23/10/2016,TTTC,TTTC1,8.1,8.05,29,28.1,-67.5,34.8
18/01/2017,TC,TC5,8.1,8.09,25,25.1,-67.6,34.8
22/10/2016,TC,TC2,8.1,8.06,25,25.1,-67.6,34.8
22/10/2016,TC,TC4,8.1,8.06,25,25,-67.6,34.8
23/10/2016,TC,TC3,8.1,8.06,25,24.7,-67.6,34.8
20/01/2017,TC,TC2,8.1,8.09,25,25.1,-67.8,34.8
18/01/2017,TTTC,TTTC1,8.1,8.08,29,29.1,-67.8,34.8
18/01/2017,TTC,TTC1,8.1,8.08,27,26.8,-67.8,34.8
23/10/2016,TC,TC4,8.1,8.07,25,24.5,-67.8,34.8
23/10/2016,TTC,TTC1,8.1,8.06,27,26.6,-67.8,34.8
23/10/2016,TTC,TTC2,8.1,8.06,27,26.5,-67.9,34.8
18/01/2017,TTC,TTC5,8.1,8.09,27,27,-68,34.8
18/01/2017,TC,TC2,8.1,8.09,25,25.2,-68,34.8
20/01/2017,TC,TC4,8.1,8.09,25,25.1,-68,34.8
27/10/2016,TC,TC1,8.1,8.07,25,25.2,-68.1,34.8
30/10/2016,TTTC,TTTC4,8.1,8.04,29,29.4,-68.1,34.8
20/01/2017,TC,TC5,8.1,8.1,25,25.1,-68.2,34.8
20/01/2017,TTTC,TTTC3,8.1,8.08,29,29.4,-68.2,34.8
23/10/2016,TTC,TTC3,8.1,8.07,27,26.5,-68.2,34.8
30/10/2016,TTTC,TTTC2,8.1,8.04,29,29.1,-68.2,34.8
22/10/2016,TTTC,TTTC1,8.1,8.06,29,28.6,-68.3,34.8
18/01/2017,TC,TC4,8.1,8.1,25,25.1,-68.4,34.8
20/01/2017,TC,TC3,8.1,8.1,25,25.1,-68.4,34.8
20/01/2017,TTTC,TTTC1,8.1,8.09,29,29.1,-68.4,34.8
20/01/2017,TTC,TTC1,8.1,8.09,27,26.7,-68.4,34.8
30/11/2016,TC,TC4,8.1,7.93,25,25.3,-68.4,34.8
20/01/2017,TTTC,TTTC4,8.1,8.09,29,29.3,-68.5,34.8
27/10/2016,TTC,TTC4,8.1,8.07,27,27.3,-68.5,34.8
27/10/2016,TTC,TTC1,8.1,8.07,27,27,-68.5,34.8
18/01/2017,TTC,TTC2,8.1,8.1,27,26.9,-68.6,34.8
22/10/2016,TC,TC3,8.1,8.08,25,25.1,-68.6,34.8
23/10/2016,TTC,TTC4,8.1,8.08,27,26.5,-68.7,34.8
22/10/2016,TTTC,TTTC3,8.1,8.07,29,29,-68.7,34.8
20/01/2017,TTC,TTC4,8.1,8.1,27,26.8,-68.8,34.8
20/01/2017,TTC,TTC2,8.1,8.1,27,26.7,-68.8,34.8
22/10/2016,TTTC,TTTC2,8.1,8.07,29,28.9,-68.8,34.8
30/10/2016,TC,TC3,8.1,8.06,25,25.2,-68.8,34.8
20/01/2017,TTC,TTC3,8.1,8.1,27,26.8,-68.9,34.8
22/10/2016,TTTC,TTTC4,8.1,8.07,29,28.9,-68.9,34.8
20/01/2017,TTC,TTC5,8.1,8.1,27,26.8,-69,34.8
30/10/2016,TTTC,TTTC5,8.1,8.05,29,29.3,-69,34.8
30/10/2016,TC,TC4,8.1,8.07,25,25.2,-69.1,34.8
22/10/2016,TTC,TTC2,8.1,8.08,27,26.9,-69.2,34.8
30/10/2016,TTC,TTC2,8.1,8.07,27,27.3,-69.3,34.8
27/10/2016,TTTC,TTTC1,8.1,8.08,29,28.7,-69.4,34.8
18/01/2017,TTC,TTC3,8.1,8.03,27,26.9,-69.4,34.8
22/10/2016,TTC,TTC3,8.1,8.09,27,26.9,-69.5,34.8
22/10/2016,TTC,TTC4,8.1,8.09,27,27,-69.6,34.8
30/10/2016,TTC,TTC3,8.1,8.07,27,27.4,-69.6,34.8
02/12/2016,TC,TC3,8.1,8.04,25,25.1,-69.8,34.8
30/10/2016,TC,TC5,8.1,8.08,25,25.2,-70,34.8
22/10/2016,TTC,TTC1,8.1,8.07,27,26.8,-70,34.8
27/10/2016,TC,TC2,8.1,8.11,25,25.2,-70.2,34.8
30/10/2016,TTC,TTC4,8.1,8.08,27,27.3,-70.2,34.8
27/10/2016,TTTC,TTTC2,8.1,8.1,29,28.6,-70.3,34.8
27/10/2016,TC,TC5,8.1,8.11,25,25.2,-70.4,34.8
27/10/2016,TTC,TTC3,8.1,8.1,27,27.1,-70.4,34.8
27/10/2016,TTTC,TTTC5,8.1,8.09,29,29.3,-70.6,34.8
27/10/2016,TC,TC4,8.1,8.12,25,25.2,-70.8,34.8
27/10/2016,TTTC,TTTC3,8.1,8.1,29,28.9,-70.8,34.8
27/10/2016,TC,TC3,8.1,8.12,25,25.2,-71.1,34.8
27/10/2016,TTC,TTC2,8.1,8.11,27,27.2,-71.1,34.8
27/10/2016,TTC,TTC5,8.1,8.12,27,27.2,-71.4,34.8
27/10/2016,TTTC,TTTC4,8.1,8.11,29,29,-71.4,34.8
22/10/2016,TC,TC5,8.1,,25,,,34.8
22/10/2016,TM,TM5,7.9,,25,,,34.8
22/10/2016,TA,TA5,7.6,,25,,,34.8
22/10/2016,TTC,TTC5,8.1,,27,,,34.8
22/10/2016,TTM,TTM5,7.9,,27,,,34.8
22/10/2016,TTA,TTA5,7.6,,27,,,34.8
22/10/2016,TTTC,TTTC5,8.1,,29,,,34.8
22/10/2016,TTTM,TTTM5,7.9,,29,,,34.8
22/10/2016,TTTA,TTTA5,7.6,,29,,,34.8
23/10/2016,TC,TC5,8.1,,25,,,34.8
23/10/2016,TM,TM5,7.9,,25,,,34.8
23/10/2016,TA,TA5,7.6,,25,,,34.8
23/10/2016,TTC,TTC5,8.1,,27,,,34.8
23/10/2016,TTM,TTM5,7.9,,27,,,34.8
23/10/2016,TTA,TTA5,7.6,,27,,,34.8
23/10/2016,TTTC,TTTC5,8.1,,29,,,34.8
23/10/2016,TTTM,TTTM5,7.9,,29,,,34.8
23/10/2016,TTTA,TTTA5,7.6,,29,,,34.8
30/11/2016,TTM,TTM1,7.9,,27,,,34.8
30/11/2016,TTM,TTM2,7.9,,27,,,34.8
30/11/2016,TTM,TTM3,7.9,,27,,,34.8
30/11/2016,TTM,TTM4,7.9,,27,,,34.8
30/11/2016,TTM,TTM5,7.9,,27,,,34.8
26/10/2016,TTC,TTC1,8.1,8.07,27,26.9,68.7,34.7
25/10/2016,TTTA,TTTA1,7.6,7.69,29,29,46,34.7
28/10/2016,TC,TC3,8.1,8.07,25,25.3,-28.1,34.7
28/10/2016,TC,TC4,8.1,8.09,25,25.3,-29.4,34.7
28/10/2016,TC,TC5,8.1,8.09,25,25.3,-29.4,34.7
26/10/2016,TTTA,TTTA4,7.6,7.53,29,29.2,-36.9,34.7
28/10/2016,TTTA,TTTA3,7.6,7.54,29,29.5,-37.3,34.7
28/10/2016,TTTA,TTTA4,7.6,7.54,29,29.4,-37.3,34.7
23/01/2017,TA,TA5,7.6,7.56,25,24.9,-37.4,34.7
19/12/2016,TA,TA2,7.6,7.56,25,25.3,-37.5,34.7
28/10/2016,TTTA,TTTA5,7.6,7.54,29,29.6,-37.8,34.7
19/12/2016,TA,TA3,7.6,7.57,25,25.3,-38,34.7
19/12/2016,TA,TA5,7.6,7.57,25,25.3,-38,34.7
19/12/2016,TA,TA4,7.6,7.57,25,25.3,-38.3,34.7
19/12/2016,TA,TA1,7.6,7.59,25,25.6,-39,34.7
28/10/2016,TTTA,TTTA2,7.6,7.56,29,29.6,-39,34.7
19/12/2016,TTTA,TTTA2,7.6,7.58,29,28.9,-39.2,34.7
23/01/2017,TA,TA4,7.6,7.6,25,24.9,-39.6,34.7
19/12/2016,TTA,TTA1,7.6,7.6,27,27.1,-40,34.7
28/10/2016,TTA,TTA1,7.6,7.59,27,27.4,-40,34.7
19/12/2016,TTA,TTA2,7.6,7.61,27,27.3,-40.6,34.7
19/12/2016,TTTA,TTTA1,7.6,7.61,29,28.6,-40.7,34.7
26/10/2016,TTTA,TTTA5,7.6,7.6,29,29.5,-40.9,34.7
28/10/2016,TTA,TTA2,7.6,7.63,27,27.5,-41,34.7
28/12/2016,TTTA,TTTA5,7.6,7.62,29,29.6,-41.3,34.7
28/10/2016,TTTA,TTTA1,7.6,7.6,29,29.3,-41.3,34.7
23/01/2017,TA,TA3,7.6,7.63,25,25,-41.4,34.7
19/12/2016,TTA,TTA4,7.6,7.63,27,27.2,-41.6,34.7
28/12/2016,TTTA,TTTA4,7.6,7.62,29,29.5,-41.6,34.7
28/10/2016,TTA,TTA5,7.6,7.62,27,27.4,-41.9,34.7
25/10/2016,TTTA,TTTA3,7.6,7.61,29,29.1,-41.9,34.7
28/10/2016,TA,TA5,7.6,7.63,25,25.4,-42.2,34.7
19/12/2016,TTA,TTA3,7.6,7.64,27,27.2,-42.3,34.7
19/12/2016,TTA,TTA5,7.6,7.64,27,27.1,-42.3,34.7
23/01/2017,TTA,TTA4,7.6,7.64,27,26.8,-42.4,34.7
28/10/2016,TA,TA3,7.6,7.63,25,25.4,-42.4,34.7
23/01/2017,TTA,TTA5,7.6,7.64,27,26.8,-42.5,34.7
25/10/2016,TA,TA5,7.6,7.64,25,25,-42.7,34.7
23/01/2017,TTA,TTA1,7.6,7.65,27,26.9,-42.8,34.7
23/01/2017,TTA,TTA2,7.6,7.66,27,26.8,-43,34.7
19/12/2016,TTTA,TTTA4,7.6,7.65,29,29,-43,34.7
28/10/2016,TTA,TTA4,7.6,7.64,27,27.6,-43,34.7
28/10/2016,TA,TA4,7.6,7.64,25,25.4,-43.1,34.7
25/10/2016,TA,TA3,7.6,7.64,25,25.1,-43.1,34.7
26/10/2016,TA,TA5,7.6,7.64,25,25.1,-43.2,34.7
23/01/2017,TTA,TTA3,7.6,7.66,27,26.8,-43.3,34.7
25/10/2016,TA,TA4,7.6,7.65,25,25.1,-43.4,34.7
26/10/2016,TA,TA4,7.6,7.65,25,25.1,-43.4,34.7
19/12/2016,TTTA,TTTA3,7.6,7.66,29,28.9,-43.6,34.7
28/10/2016,TTA,TTA3,7.6,7.65,27,27.5,-43.6,34.7
28/10/2016,TA,TA2,7.6,7.65,25,25.4,-43.6,34.7
19/12/2016,TTTA,TTTA5,7.6,7.66,29,29.1,-43.7,34.7
25/10/2016,TTTA,TTTA5,7.6,7.65,29,29.1,-43.9,34.7
26/10/2016,TTTA,TTTA2,7.6,7.65,29,29.1,-43.9,34.7
25/10/2016,TTA,TTA5,7.6,7.66,27,27,-44,34.7
26/10/2016,TTTA,TTTA1,7.6,7.65,29,29.3,-44.1,34.7
26/10/2016,TTTA,TTTA3,7.6,7.65,29,29.3,-44.1,34.7
26/10/2016,TA,TA3,7.6,7.66,25,25.1,-44.2,34.7
23/01/2017,TA,TA2,7.6,7.68,25,25,-44.4,34.7
23/01/2017,TTTA,TTTA4,7.6,7.67,29,29.2,-44.4,34.7
25/10/2016,TTTA,TTTA4,7.6,7.66,29,29,-44.4,34.7
25/10/2016,TA,TA2,7.6,7.66,25,25,-44.4,34.7
25/10/2016,TTA,TTA4,7.6,7.66,27,27.3,-44.6,34.7
25/10/2016,TTTA,TTTA2,7.6,7.66,29,29.3,-44.7,34.7
28/12/2016,TTTA,TTTA3,7.6,7.68,29,29.6,-45,34.7
26/10/2016,TA,TA2,7.6,7.68,25,25,-45,34.7
25/10/2016,TTA,TTA3,7.6,7.67,27,27.2,-45,34.7
28/12/2016,TTTA,TTTA2,7.6,7.68,29,29.6,-45.2,34.7
28/10/2016,TA,TA1,7.6,7.68,25,25.4,-45.2,34.7
23/01/2017,TA,TA1,7.6,7.7,25,25,-45.3,34.7
25/10/2016,TTA,TTA2,7.6,7.68,27,27.3,-45.3,34.7
23/01/2017,TTTA,TTTA1,7.6,7.69,29,29,-45.5,34.7
25/10/2016,TTA,TTA1,7.6,7.68,27,27.1,-45.6,34.7
23/01/2017,TTTA,TTTA2,7.6,7.7,29,29.2,-46,34.7
25/10/2016,TA,TA1,7.6,7.69,25,25.1,-46,34.7
26/10/2016,TA,TA1,7.6,7.69,25,25,-46,34.7
23/01/2017,TTTA,TTTA5,7.6,7.72,29,29.2,-47.1,34.7
26/10/2016,TTA,TTA3,7.6,7.71,27,27.3,-47.1,34.7
28/12/2016,TTTA,TTTA1,7.6,7.72,29,29.5,-47.5,34.7
26/10/2016,TTA,TTA5,7.6,7.72,27,27.3,-47.6,34.7
26/10/2016,TTA,TTA1,7.6,7.72,27,27.2,-48.1,34.7
26/10/2016,TTA,TTA4,7.6,7.73,27,27.3,-48.6,34.7
26/10/2016,TTA,TTA2,7.6,7.73,27,27.1,-48.8,34.7
25/10/2016,TTM,TTM5,7.9,7.74,27,27,-49.2,34.7
23/01/2017,TTTA,TTTA3,7.6,7.76,29,29.3,-49.4,34.7
19/12/2016,TTTM,TTTM2,7.9,7.76,29,29,-49.6,34.7
26/10/2016,TTM,TTM2,7.9,7.75,27,27.2,-50,34.7
23/01/2017,TM,TM3,7.9,7.8,25,25,-51.1,34.7
19/12/2016,TTM,TTM5,7.9,7.79,27,27.3,-51.1,34.7
23/01/2017,TTM,TTM4,7.9,7.8,27,26.9,-51.4,34.7
19/12/2016,TTTM,TTTM1,7.9,7.79,29,28.8,-51.4,34.7
19/12/2016,TTM,TTM3,7.9,7.8,27,27.2,-51.5,34.7
19/12/2016,TM,TM3,7.9,7.8,25,25.5,-51.5,34.7
28/10/2016,TM,TM4,7.9,7.79,25,25.4,-51.6,34.7
23/01/2017,TTM,TTM5,7.9,7.81,27,26.8,-51.8,34.7
19/12/2016,TM,TM4,7.9,7.81,25,25.5,-51.8,34.7
19/12/2016,TTTM,TTTM3,7.9,7.8,29,29.1,-52,34.7
19/12/2016,TTM,TTM4,7.9,7.81,27,27.3,-52.1,34.7
28/10/2016,TTTM,TTTM5,7.9,7.78,29,29.4,-52.1,34.7
25/10/2016,TTM,TTM4,7.9,7.79,27,26.9,-52.3,34.7
23/01/2017,TM,TM4,7.9,7.82,25,25.1,-52.4,34.7
23/01/2017,TM,TM2,7.9,7.83,25,25.1,-52.7,34.7
19/12/2016,TTTM,TTTM4,7.9,7.82,29,29.1,-52.7,34.7
23/01/2017,TTM,TTM2,7.9,7.82,27,26.9,-52.8,34.7
19/12/2016,TTTM,TTTM5,7.9,7.82,29,29.1,-52.9,34.7
23/01/2017,TTM,TTM3,7.9,7.83,27,26.9,-53,34.7
19/12/2016,TTM,TTM1,7.9,7.83,27,27,-53.1,34.7
26/10/2016,TTM,TTM5,7.9,7.83,27,27.3,-53.2,34.7
19/12/2016,TTM,TTM2,7.9,7.83,27,27.2,-53.2,34.7
26/10/2016,TTM,TTM3,7.9,7.81,27,27.4,-53.2,34.7
26/10/2016,TTM,TTM4,7.9,7.81,27,27.3,-53.2,34.7
28/10/2016,TTTM,TTTM4,7.9,7.81,29,29.4,-53.3,34.7
23/01/2017,TTM,TTM1,7.9,7.83,27,26.9,-53.5,34.7
28/12/2016,TTTM,TTTM2,7.9,7.83,29,29.2,-53.6,34.7
19/12/2016,TM,TM2,7.9,7.84,25,25.6,-53.7,34.7
28/10/2016,TTTM,TTTM3,7.9,7.81,29,29.3,-53.7,34.7
28/12/2016,TTTM,TTTM3,7.9,7.83,29,29.2,-53.8,34.7
28/10/2016,TM,TM5,7.9,7.83,25,25.3,-53.8,34.7
26/10/2016,TTM,TTM1,7.9,7.83,27,27.3,-54.2,34.7
28/10/2016,TM,TM3,7.9,7.83,25,25.4,-54.3,34.7
23/01/2017,TM,TM1,7.9,7.85,25,25.1,-54.4,34.7
25/10/2016,TM,TM4,7.9,7.84,25,25.1,-54.4,34.7
19/12/2016,TM,TM5,7.9,7.86,25,25.4,-54.5,34.7
23/01/2017,TM,TM5,7.9,7.86,25,25,-54.6,34.7
25/10/2016,TTM,TTM3,7.9,7.84,27,27,-54.7,34.7
28/12/2016,TTTM,TTTM4,7.9,7.85,29,29.3,-54.8,34.7
26/10/2016,TM,TM5,7.9,7.84,25,25.1,-54.9,34.7
19/12/2016,TM,TM1,7.9,7.86,25,25.5,-55,34.7
28/12/2016,TTTM,TTTM1,7.9,7.86,29,29.3,-55.2,34.7
25/10/2016,TTTM,TTTM5,7.9,7.84,29,29.1,-55.2,34.7
25/10/2016,TTM,TTM2,7.9,7.84,27,27.2,-55.2,34.7
25/10/2016,TM,TM5,7.9,7.85,25,25.1,-55.4,34.7
28/10/2016,TM,TM2,7.9,7.85,25,25.3,-55.5,34.7
25/10/2016,TTTM,TTTM3,7.9,7.84,29,29.2,-55.5,34.7
28/10/2016,TTTM,TTTM2,7.9,7.85,29,29.5,-55.6,34.7
25/10/2016,TTTM,TTTM4,7.9,7.85,29,29.2,-55.6,34.7
25/10/2016,TM,TM3,7.9,7.86,25,25,-55.7,34.7
25/10/2016,TTTM,TTTM2,7.9,7.85,29,29,-55.8,34.7
28/12/2016,TA,TA1,7.6,7.88,25,25.5,-55.9,34.7
25/10/2016,TM,TM2,7.9,7.86,25,25,-56,34.7
28/12/2016,TTTM,TTTM5,7.9,7.87,29,29.4,-56.1,34.7
28/10/2016,TTTM,TTTM1,7.9,7.86,29,29.3,-56.3,34.7
26/10/2016,TTTM,TTTM3,7.9,7.86,29,29.3,-56.6,34.7
26/10/2016,TTTM,TTTM4,7.9,7.86,29,29.3,-56.7,34.7
26/10/2016,TTTM,TTTM5,7.9,7.86,29,29.3,-56.7,34.7
26/10/2016,TM,TM2,7.9,7.88,25,25,-56.9,34.7
26/10/2016,TTTM,TTTM2,7.9,7.87,29,29.3,-56.9,34.7
25/10/2016,TM,TM1,7.9,7.88,25,25,-57,34.7
25/10/2016,TTM,TTM1,7.9,7.88,27,27.1,-57.1,34.7
26/10/2016,TM,TM3,7.9,7.88,25,25.1,-57.1,34.7
26/10/2016,TM,TM4,7.9,7.88,25,25,-57.1,34.7
23/01/2017,TTTM,TTTM2,7.9,7.89,29,29.2,-57.2,34.7
25/10/2016,TTTM,TTTM1,7.9,7.87,29,29.2,-57.2,34.7
26/10/2016,TTTM,TTTM1,7.9,7.88,29,29.3,-57.5,34.7
23/01/2017,TTTM,TTTM4,7.9,7.9,29,29.3,-57.8,34.7
23/01/2017,TTTM,TTTM1,7.9,7.9,29,29.2,-57.9,34.7
23/01/2017,TTTM,TTTM3,7.9,7.91,29,29.2,-58,34.7
23/01/2017,TTTM,TTTM5,7.9,7.91,29,29.3,-58.1,34.7
26/10/2016,TM,TM1,7.9,7.9,25,25,-58.1,34.7
28/10/2016,TM,TM1,7.9,7.9,25,25.4,-58.2,34.7
28/10/2016,TTM,TTM1,7.9,7.91,27,27.4,-59.2,34.7
28/10/2016,TTM,TTM3,7.9,7.91,27,27.3,-59.3,34.7
28/10/2016,TTM,TTM4,7.9,7.92,27,27.6,-59.6,34.7
28/10/2016,TTM,TTM5,7.9,7.93,27,27.5,-60.3,34.7
28/10/2016,TTM,TTM2,7.9,7.93,27,27.5,-60.4,34.7
28/12/2016,TA,TA4,7.6,7.99,25,25.4,-62.1,34.7
19/12/2016,TTTC,TTTC4,8.1,7.98,29,29,-62.1,34.7
28/12/2016,TA,TA2,7.6,7.99,25,25.4,-62.2,34.7
19/12/2016,TC,TC1,8.1,7.99,25,25.3,-62.2,34.7
28/12/2016,TA,TA3,7.6,8,25,25.4,-62.6,34.7
28/12/2016,TM,TM1,7.9,8,25,25.5,-62.8,34.7
28/12/2016,TA,TA5,7.6,8.01,25,25.4,-63.3,34.7
28/12/2016,TC,TC1,8.1,8.01,25,25.1,-63.3,34.7
19/12/2016,TC,TC2,8.1,8.01,25,25.4,-63.4,34.7
19/12/2016,TC,TC4,8.1,8.01,25,25.4,-63.5,34.7
28/10/2016,TC,TC2,8.1,8,25,25.2,-64,34.7
19/12/2016,TTTC,TTTC5,8.1,8.01,29,29.1,-64.2,34.7
19/12/2016,TTTC,TTTC3,8.1,8.02,29,29,-64.8,34.7
19/12/2016,TTC,TTC1,8.1,8.03,27,26.9,-64.9,34.7
28/12/2016,TTA,TTA2,7.6,8.04,27,26.7,-65,34.7
25/10/2016,TC,TC1,8.1,8.02,25,24.9,-65,34.7
28/12/2016,TTM,TTM1,7.9,8.04,27,26.7,-65.1,34.7
19/12/2016,TTC,TTC2,8.1,8.04,27,27.1,-65.2,34.7
28/12/2016,TTM,TTM2,7.9,8.03,27,26.8,-65.2,34.7
19/12/2016,TC,TC5,8.1,8.05,25,25.4,-65.4,34.7
28/10/2016,TC,TC1,8.1,8.03,25,25.3,-65.7,34.7
28/10/2016,TTTC,TTTC4,8.1,8.02,29,29.1,-65.8,34.7
19/12/2016,TTTC,TTTC2,8.1,8.04,29,28.9,-65.9,34.7
28/12/2016,TTC,TTC4,8.1,8.05,27,26.7,-66,34.7
28/12/2016,TM,TM2,7.9,8.05,25,25.3,-66,34.7
28/12/2016,TTM,TTM5,7.9,8.06,27,26.9,-66.1,34.7
19/12/2016,TC,TC3,8.1,8.06,25,25.4,-66.1,34.7
28/12/2016,TM,TM5,7.9,8.06,25,25.3,-66.2,34.7
28/12/2016,TC,TC4,8.1,8.06,25,25.1,-66.2,34.7
28/10/2016,TTTC,TTTC5,8.1,8.02,29,29.2,-66.2,34.7
19/12/2016,TTC,TTC3,8.1,8.06,27,27.2,-66.3,34.7
28/12/2016,TC,TC2,8.1,8.06,25,25.1,-66.3,34.7
28/10/2016,TTTC,TTTC3,8.1,8.03,29,28.7,-66.3,34.7
28/12/2016,TTA,TTA5,7.6,8.06,27,26.8,-66.4,34.7
28/12/2016,TTA,TTA1,7.6,8.06,27,26.6,-66.4,34.7
28/12/2016,TC,TC3,8.1,8.07,25,25.1,-66.5,34.7
28/10/2016,TTC,TTC4,8.1,8.04,27,27.4,-66.5,34.7
28/10/2016,TTC,TTC1,8.1,8.04,27,27.1,-66.6,34.7
25/10/2016,TTTC,TTTC1,8.1,8.03,29,28.3,-66.7,34.7
25/10/2016,TC,TC2,8.1,8.05,25,24.9,-66.8,34.7
28/10/2016,TTC,TTC5,8.1,8.04,27,27.3,-66.8,34.7
28/12/2016,TTA,TTA3,7.6,8.07,27,26.9,-66.9,34.7
26/10/2016,TC,TC3,8.1,8.05,25,25,-66.9,34.7
26/10/2016,TTTC,TTTC1,8.1,8.04,29,28.5,-67.1,34.7
28/12/2016,TTTC,TTTC3,8.1,8.07,29,29.2,-67.2,34.7
19/12/2016,TTC,TTC4,8.1,8.07,27,27.2,-67.2,34.7
25/10/2016,TTTC,TTTC4,8.1,8.04,29,28.8,-67.2,34.7
