date,treatment,sample,weight_g,size_cm
19/11/2016,TC,TC10,21.92,4.0315
19/11/2016,TC,TC11,13.8471,3.259
19/11/2016,TC,TC12,33.4022,4.5995
19/11/2016,TC,TC13,13.5713,3.2155
19/11/2016,TC,TC14,19.5294,3.819
19/11/2016,TC,TC15,37.4585,4.9095
19/11/2016,TC,TC16,33.7725,4.732
19/11/2016,TC,TC17,34.9258,4.635
19/11/2016,TC,TC18,33.2751,4.6065
19/11/2016,TC,TC19,12.9528,3.2305
19/11/2016,TC,TC20,25.8839,4.489
19/11/2016,TM,TM1,21.5011,4.1525
19/11/2016,TM,TM2,25.7908,4.266
19/11/2016,TM,TM3,18.9833,3.8145
19/11/2016,TM,TM4,37.4181,5.0915
19/11/2016,TM,TM5,13.0478,3.515
19/11/2016,TM,TM6,32.3576,4.5245
19/11/2016,TM,TM7,22.9885,4.108
19/11/2016,TM,TM8,28.5678,4.3385
19/11/2016,TM,TM9,29.286,4.367
19/11/2016,TM,TM10,19.7257,3.9485
19/11/2016,TM,TM11,14.2246,3.401
19/11/2016,TM,TM12,17.684,3.6825
19/11/2016,TM,TM13,19.9545,3.842
19/11/2016,TM,TM14,28.8596,4.4845
19/11/2016,TM,TM15,21.619,3.9745
19/11/2016,TM,TM16,18.334,3.942
19/11/2016,TM,TM17,28.0902,4.4885
19/11/2016,TM,TM18,20.1185,3.918
19/11/2016,TM,TM19,18.9443,3.84
19/11/2016,TM,TM20,26.4618,4.5635
19/11/2016,TA,TA1,26.15,4.153
19/11/2016,TA,TA2,23.6525,4.0845
19/11/2016,TA,TA3,17.8414,3.663
19/11/2016,TA,TA4,DEAD,DEAD
19/11/2016,TA,TA5,23.7637,4.15
19/11/2016,TA,TA6,27.1593,4.3645
19/11/2016,TA,TA7,30.6697,4.5425
19/11/2016,TA,TA8,15.2155,3.5005
19/11/2016,TA,TA9,30.6689,4.55
19/11/2016,TA,TA10,19.3595,3.916
19/11/2016,TA,TA11,22.5393,3.9685
19/11/2016,TA,TA12,29.613,4.3935
19/11/2016,TA,TA13,18.1985,3.6315
19/11/2016,TA,TA14,18.7229,3.769
19/11/2016,TA,TA15,38.0674,4.9605
19/11/2016,TA,TA16,22.4445,4.263
19/11/2016,TA,TA17,26.3702,4.3895
19/11/2016,TA,TA18,20.197,3.9365
19/11/2016,TA,TA19,27.2475,4.3695
19/11/2016,TA,TA20,19.9566,4.079
19/11/2016,TTC,TTC1,29.1534,4.6735
19/11/2016,TTC,TTC2,42.5785,5.231
19/11/2016,TTC,TTC3,29.0711,4.476
19/11/2016,TTC,TTC4,38.9855,5.2275
19/11/2016,TTC,TTC5,29.9637,5.023
19/11/2016,TTC,TTC6,19.8086,3.795
19/11/2016,TTC,TTC7,28.3278,4.3035
19/11/2016,TTC,TTC8,32.579,4.5075
19/11/2016,TTC,TTC9,24.6163,4.3125
19/11/2016,TTC,TTC10,DEAD,DEAD
19/11/2016,TTC,TTC11,30.3519,4.413
19/11/2016,TTC,TTC12,15.1582,3.436
19/11/2016,TTC,TTC13,32.8626,4.4395
19/11/2016,TTC,TTC14,19.0649,3.7395
19/11/2016,TTC,TTC15,21.0671,4.164
19/11/2016,TTC,TTC16,25.2329,4.3165
19/11/2016,TTC,TTC17,28.2233,4.542
19/11/2016,TTC,TTC18,33.5228,4.488
19/11/2016,TTC,TTC19,25.459,4.3115
19/11/2016,TTC,TTC20,35.4488,5.1065
19/11/2016,TTM,TTM1,34.869,4.9125
19/11/2016,TTM,TTM2,33.018,4.4805
19/11/2016,TTM,TTM3,44.3659,5.018
19/11/2016,TTM,TTM4,41.5249,5.1165
19/11/2016,TTM,TTM5,22.1455,4.228
19/11/2016,TTM,TTM6,20.0321,4.0315
19/11/2016,TTM,TTM7,34.1455,4.8055
19/11/2016,TTM,TTM8,21.2147,3.9555
19/11/2016,TTM,TTM9,24.2572,4.21
19/11/2016,TTM,TTM10,26.362,4.331
19/11/2016,TTM,TTM11,25.5377,4.2255
19/11/2016,TTM,TTM12,25.6409,4.4195
19/11/2016,TTM,TTM13,36.8544,4.8235
19/11/2016,TTM,TTM14,24.2773,4.2705
19/11/2016,TTM,TTM15,34.395,4.9655
19/11/2016,TTM,TTM16,17.7191,3.7065
19/11/2016,TTM,TTM17,38.4502,4.971
19/11/2016,TTM,TTM18,32.9188,4.7145
19/11/2016,TTM,TTM19,28.6583,4.4405
19/11/2016,TTM,TTM20,28.5362,4.5045
19/11/2016,TTA,TTA1,20.683,3.907
19/11/2016,TTA,TTA2,19.9083,3.8665
19/11/2016,TTA,TTA3,17.7623,3.724
19/11/2016,TTA,TTA4,29.8266,4.4245
19/11/2016,TTA,TTA5,24.9407,4.342
19/11/2016,TTA,TTA6,26.4945,4.393
19/11/2016,TTA,TTA7,27.493,4.4125
19/11/2016,TTA,TTA8,44.573,5.1585
19/11/2016,TTA,TTA9,14.9193,3.556
19/11/2016,TTA,TTA10,25.6392,4.4205
19/11/2016,TTA,TTA11,31.5562,4.3905
19/11/2016,TTA,TTA12,18.2158,3.5945
19/11/2016,TTA,TTA13,25.538,4.036
19/11/2016,TTA,TTA14,23.3428,3.9225
19/11/2016,TTA,TTA15,26.6628,4.3575
19/11/2016,TTA,TTA16,26.5882,4.472
19/11/2016,TTA,TTA17,34.7637,4.71
19/11/2016,TTA,TTA18,DEAD,DEAD
19/11/2016,TTA,TTA19,13.914,3.449
19/11/2016,TTA,TTA20,21.0648,4.002
19/11/2016,TTTC,TTTC1,25.405,4.463
19/11/2016,TTTC,TTTC2,17.1726,3.7585
19/11/2016,TTTC,TTTC3,25.3834,4.2695
19/11/2016,TTTC,TTTC4,23.187,4.0035
19/11/2016,TTTC,TTTC5,35.9705,4.833
19/11/2016,TTTC,TTTC6,33.8223,4.808
19/11/2016,TTTC,TTTC7,24.4796,4.1395
19/11/2016,TTTC,TTTC8,24.7695,4.188
19/11/2016,TTTC,TTTC9,27.2468,4.478
19/11/2016,TTTC,TTTC10,31.5785,4.85
19/11/2016,TTTC,TTTC11,22.9117,4.4355
19/11/2016,TTTC,TTTC12,24.6651,4.0385
19/11/2016,TTTC,TTTC13,16.5926,3.4915
19/11/2016,TTTC,TTTC14,29.7672,4.483
19/11/2016,TTTC,TTTC15,22.6681,4.223
19/11/2016,TTTC,TTTC16,34.6493,4.7525
19/11/2016,TTTC,TTTC17,24.7818,4.1235
19/11/2016,TTTC,TTTC18,10.0039,2.9065
19/11/2016,TTTC,TTTC19,26.5116,4.112
19/11/2016,TTTC,TTTC20,17.8082,3.769
19/11/2016,TTTM,TTTM1,32.0226,4.636
19/11/2016,TTTM,TTTM2,26.6278,4.527
19/11/2016,TTTM,TTTM3,18.2115,3.693
19/11/2016,TTTM,TTTM4,23.3486,4.2245
19/11/2016,TTTM,TTTM5,24.2322,4.2205
19/11/2016,TTTM,TTTM6,31.7815,4.585
19/11/2016,TTTM,TTTM7,27.4505,4.257
19/11/2016,TTTM,TTTM8,25.967,4.195
19/11/2016,TTTM,TTTM9,29.8691,4.6205
19/11/2016,TTTM,TTTM10,20.0234,4.0485
19/11/2016,TTTM,TTTM11,37.3092,4.985
19/11/2016,TTTM,TTTM12,25.185,4.047
19/11/2016,TTTM,TTTM13,31.724,4.462
19/11/2016,TTTM,TTTM14,26.2246,4.223
19/11/2016,TTTM,TTTM15,38.5438,4.9365
19/11/2016,TTTM,TTTM16,32.7132,4.6905
19/11/2016,TTTM,TTTM17,26.6096,4.291
19/11/2016,TTTM,TTTM18,37.7161,4.677
19/11/2016,TTTM,TTTM19,DEAD,DEAD
19/11/2016,TTTM,TTTM20,27.8643,4.5575
19/11/2016,TTTA,TTTA1,24.2714,4.1
19/11/2016,TTTA,TTTA2,31.8617,4.543
19/11/2016,TTTA,TTTA3,20.2822,3.794
19/11/2016,TTTA,TTTA4,24.2508,4.0745
19/11/2016,TTTA,TTTA5,45.4607,5.207
19/11/2016,TTTA,TTTA6,21.5673,3.7395
19/11/2016,TTTA,TTTA7,40.2024,4.9785
19/11/2016,TTTA,TTTA8,31.519,4.4695
19/11/2016,TTTA,TTTA9,24.719,4.2745
19/11/2016,TTTA,TTTA10,DEAD,DEAD
19/11/2016,TTTA,TTTA11,35.9394,4.934
19/11/2016,TTTA,TTTA12,41.7985,5.115
19/11/2016,TTTA,TTTA13,20.21,3.908
19/11/2016,TTTA,TTTA14,19.7927,3.899
19/11/2016,TTTA,TTTA15,32.8584,4.884
19/11/2016,TTTA,TTTA16,28.8594,4.384
19/11/2016,TTTA,TTTA17,31.165,4.6135
19/11/2016,TTTA,TTTA18,32.955,4.6605
19/11/2016,TTTA,TTTA19,26.8761,4.272
19/11/2016,TTTA,TTTA20,35.1041,4.9565
05/12/2016,TC,TC1,53.9903,5.5425
05/12/2016,TC,TC2,42.5167,5.0275
05/12/2016,TC,TC3,46.5727,5.1575
05/12/2016,TC,TC4,33.7301,4.64
05/12/2016,TC,TC5,32.9988,4.6375
05/12/2016,TC,TC6,47.6967,5.4175
05/12/2016,TC,TC7,41.6695,5.084
05/12/2016,TC,TC8,41.0216,5.0265
05/12/2016,TC,TC9,54.4556,5.826
05/12/2016,TC,TC10,39.2515,5.2005
05/12/2016,TC,TC11,27.6736,4.2855
05/12/2016,TC,TC12,54.1736,5.5345
05/12/2016,TC,TC13,31.0558,4.5835
05/12/2016,TC,TC14,33.6477,4.7305
05/12/2016,TC,TC15,59.894,5.7235
05/12/2016,TC,TC16,52.8587,5.627
05/12/2016,TC,TC17,59.3262,5.8735
05/12/2016,TC,TC18,59.4177,5.9625
05/12/2016,TC,TC19,24.6583,4.283
05/12/2016,TC,TC20,46.339,5.3715
05/12/2016,TM,TM1,35.8303,4.638
05/12/2016,TM,TM2,52.5151,5.462
05/12/2016,TM,TM3,37.6536,4.9855
05/12/2016,TM,TM4,61.5646,6.0245
05/12/2016,TM,TM5,24.1578,4.1965
05/12/2016,TM,TM6,55.7164,5.9495
05/12/2016,TM,TM7,39.5377,5.106
05/12/2016,TM,TM8,42.4634,5.241
05/12/2016,TM,TM9,49.9302,5.5485
05/12/2016,TM,TM10,38.5618,5.344
05/12/2016,TM,TM11,28.3478,4.2685
05/12/2016,TM,TM12,31.3937,4.472
05/12/2016,TM,TM13,32.5135,4.6135
05/12/2016,TM,TM14,42.6895,4.931
05/12/2016,TM,TM15,37.0815,4.7055
05/12/2016,TM,TM16,31.1088,4.278
05/12/2016,TM,TM17,42.2993,4.9085
05/12/2016,TM,TM18,33.0259,4.3655
05/12/2016,TM,TM19,31.226,4.606
05/12/2016,TM,TM20,44.7385,5.278
05/12/2016,TA,TA1,44.9968,5.3045
05/12/2016,TA,TA2,35.0037,4.8335
05/12/2016,TA,TA3,34.6654,4.848
05/12/2016,TA,TA4,DEAD,DEAD
05/12/2016,TA,TA5,39.2918,5.1625
05/12/2016,TA,TA6,46.2521,5.243
05/12/2016,TA,TA7,51.5544,5.5845
05/12/2016,TA,TA8,30.0928,4.5415
05/12/2016,TA,TA9,48.258,5.5015
05/12/2016,TA,TA10,31.5512,4.816
05/12/2016,TA,TA11,34.5657,4.855
05/12/2016,TA,TA12,52.1496,5.555
05/12/2016,TA,TA13,33.9999,4.735
05/12/2016,TA,TA14,35.4633,4.9225
05/12/2016,TA,TA15,58.3198,5.7815
05/12/2016,TA,TA16,40.1454,4.8905
05/12/2016,TA,TA17,44.5636,4.907
05/12/2016,TA,TA18,33.6427,4.626
05/12/2016,TA,TA19,48.4219,5.45
05/12/2016,TA,TA20,31.7897,4.7345
05/12/2016,TTC,TTC1,53.5822,5.606
05/12/2016,TTC,TTC2,64.342,6.0495
05/12/2016,TTC,TTC3,45.9168,5.0225
05/12/2016,TTC,TTC4,55.3376,5.8465
05/12/2016,TTC,TTC5,47.5427,5.64
05/12/2016,TTC,TTC6,40.6603,4.7905
05/12/2016,TTC,TTC7,41.8704,4.9165
05/12/2016,TTC,TTC8,57.7546,5.4215
05/12/2016,TTC,TTC9,42.253,5.0795
05/12/2016,TTC,TTC10,DEAD,DEAD
05/12/2016,TTC,TTC11,48.913,5.3535
05/12/2016,TTC,TTC12,27.0477,4.4315
05/12/2016,TTC,TTC13,56.4095,5.6815
05/12/2016,TTC,TTC14,39.1468,4.9125
05/12/2016,TTC,TTC15,37.8241,4.8905
05/12/2016,TTC,TTC16,38.8052,4.9935
05/12/2016,TTC,TTC17,43.5705,4.977
05/12/2016,TTC,TTC18,54.0079,5.6595
05/12/2016,TTC,TTC19,38.5528,4.95
05/12/2016,TTC,TTC20,53.3022,5.711
05/12/2016,TTM,TTM1,50.349,5.5585
05/12/2016,TTM,TTM2,49.1318,5.3835
05/12/2016,TTM,TTM3,62.2327,5.805
05/12/2016,TTM,TTM4,53.6851,5.759
05/12/2016,TTM,TTM5,38.6575,5.057
05/12/2016,TTM,TTM6,37.1788,4.808
05/12/2016,TTM,TTM7,56.2324,5.72
05/12/2016,TTM,TTM8,38.1526,5.071
05/12/2016,TTM,TTM9,38.6808,5.1445
05/12/2016,TTM,TTM10,42.7085,5.1585
05/12/2016,TTM,TTM11,41.8662,4.9585
05/12/2016,TTM,TTM12,44.0942,5.119
05/12/2016,TTM,TTM13,56.2335,5.4815
05/12/2016,TTM,TTM14,42.6529,5.1695
05/12/2016,TTM,TTM15,53.0553,5.6695
05/12/2016,TTM,TTM16,34.5711,4.777
05/12/2016,TTM,TTM17,61.5594,5.981
05/12/2016,TTM,TTM18,49.9586,5.667
05/12/2016,TTM,TTM19,41.1352,5.2755
05/12/2016,TTM,TTM20,42.7288,5.4465
05/12/2016,TTA,TTA1,36.2278,4.9115
05/12/2016,TTA,TTA2,37.6655,5.063
05/12/2016,TTA,TTA3,31.4651,4.7465
05/12/2016,TTA,TTA4,50.4534,5.705
05/12/2016,TTA,TTA5,42.5232,5.393
05/12/2016,TTA,TTA6,39.5022,4.792
05/12/2016,TTA,TTA7,42.2938,5.0335
05/12/2016,TTA,TTA8,71.4441,5.884
05/12/2016,TTA,TTA9,28.9727,4.392
05/12/2016,TTA,TTA10,50.2634,5.448
05/12/2016,TTA,TTA11,55.681,5.6605
05/12/2016,TTA,TTA12,34.2376,4.75
05/12/2016,TTA,TTA13,37.2233,5.0655
05/12/2016,TTA,TTA14,42.0038,5.176
05/12/2016,TTA,TTA15,41.997,5.3285
05/12/2016,TTA,TTA16,37.4085,4.949
05/12/2016,TTA,TTA17,57.3707,5.9385
05/12/2016,TTA,TTA18,DEAD,DEAD
05/12/2016,TTA,TTA19,21.3285,4.1235
05/12/2016,TTA,TTA20,36.873,5.039
05/12/2016,TTTC,TTTC1,43.0507,5.207
05/12/2016,TTTC,TTTC2,34.6875,4.841
05/12/2016,TTTC,TTTC3,43.5685,5.199
05/12/2016,TTTC,TTTC4,38.7584,4.941
05/12/2016,TTTC,TTTC5,50.5448,5.3835
05/12/2016,TTTC,TTTC6,53.6531,5.641
05/12/2016,TTTC,TTTC7,46.1766,5.3315
05/12/2016,TTTC,TTTC8,42.2841,5.0985
05/12/2016,TTTC,TTTC9,47.9422,5.25
05/12/2016,TTTC,TTTC10,47.5366,5.412
05/12/2016,TTTC,TTTC11,40.8068,4.939
05/12/2016,TTTC,TTTC12,47.012,5.2385
05/12/2016,TTTC,TTTC13,29.4343,4.316
05/12/2016,TTTC,TTTC14,42.0488,5.1835
05/12/2016,TTTC,TTTC15,34.1507,4.882
05/12/2016,TTTC,TTTC16,46.3514,5.4545
05/12/2016,TTTC,TTTC17,41.2296,5.1665
05/12/2016,TTTC,TTTC18,17.2304,3.6185
05/12/2016,TTTC,TTTC19,41.0554,5.1205
05/12/2016,TTTC,TTTC20,28.9011,4.6535
05/12/2016,TTTM,TTTM1,48.4626,5.27
05/12/2016,TTTM,TTTM2,42.0764,5.1425
05/12/2016,TTTM,TTTM3,31.2097,4.2265
05/12/2016,TTTM,TTTM4,37.9272,4.881
05/12/2016,TTTM,TTTM5,41.7488,5.1315
05/12/2016,TTTM,TTTM6,48.7346,5.0775
05/12/2016,TTTM,TTTM7,42.7225,4.805
05/12/2016,TTTM,TTTM8,44.6806,5.028
05/12/2016,TTTM,TTTM9,43.9285,5.099
05/12/2016,TTTM,TTTM10,34.303,4.5705
05/12/2016,TTTM,TTTM11,54.8673,5.682
05/12/2016,TTTM,TTTM12,40.6857,4.9385
05/12/2016,TTTM,TTTM13,50.8847,5.385
05/12/2016,TTTM,TTTM14,34.192,4.5015
05/12/2016,TTTM,TTTM15,60.4903,5.5305
05/12/2016,TTTM,TTTM16,45.0041,5.1285
05/12/2016,TTTM,TTTM17,39.4237,4.7035
05/12/2016,TTTM,TTTM18,53.7437,5.3365
05/12/2016,TTTM,TTTM19,DEAD,DEAD
05/12/2016,TTTM,TTTM20,44.5096,5.222
05/12/2016,TTTA,TTTA1,37.6217,4.712
05/12/2016,TTTA,TTTA2,51.3582,5.596
05/12/2016,TTTA,TTTA3,35.1585,4.8415
05/12/2016,TTTA,TTTA4,36.2305,5.036
05/12/2016,TTTA,TTTA5,60.8437,5.704
05/12/2016,TTTA,TTTA6,36.1883,4.833
05/12/2016,TTTA,TTTA7,56.9299,5.6225
05/12/2016,TTTA,TTTA8,56.0396,5.6305
05/12/2016,TTTA,TTTA9,44.4931,5.241
05/12/2016,TTTA,TTTA10,DEAD,DEAD
05/12/2016,TTTA,TTTA11,50.6542,5.403
05/12/2016,TTTA,TTTA12,58.9746,5.823
05/12/2016,TTTA,TTTA13,35.8108,4.9165
05/12/2016,TTTA,TTTA14,32.434,4.671
05/12/2016,TTTA,TTTA15,52.6037,5.582
05/12/2016,TTTA,TTTA16,43.1662,4.9605
05/12/2016,TTTA,TTTA17,49.2238,5.219
05/12/2016,TTTA,TTTA18,49.6949,5.388
05/12/2016,TTTA,TTTA19,DEAD,DEAD
05/12/2016,TTTA,TTTA20,51.8028,5.2605
19/12/2016,TC,TC1,92.1773,6.778
19/12/2016,TC,TC2,68.4835,5.898
19/12/2016,TC,TC3,78.3012,6.1385
19/12/2016,TC,TC4,62.8337,5.7685
19/12/2016,TC,TC5,53.1488,5.3625
19/12/2016,TC,TC6,79.8481,6.0045
19/12/2016,TC,TC7,74.1995,6.0635
19/12/2016,TC,TC8,78.998,5.9335
19/12/2016,TC,TC9,90.2195,6.5795
19/12/2016,TC,TC10,71.1201,6.154
19/12/2016,TC,TC11,52.692,4.962
19/12/2016,TC,TC12,87.3688,6.395
19/12/2016,TC,TC13,58.507,5.821
19/12/2016,TC,TC14,56.733,5.464
19/12/2016,TC,TC15,93.3524,6.796
19/12/2016,TC,TC16,87.452,6.3765
19/12/2016,TC,TC17,88.7715,6.6025
19/12/2016,TC,TC18,96.1858,6.681
19/12/2016,TC,TC19,51.9024,5.3195
19/12/2016,TC,TC20,83.401,6.5495
19/12/2016,TM,TM1,63.5066,5.596
19/12/2016,TM,TM2,94.1438,6.5165
19/12/2016,TM,TM3,72.4648,5.98
19/12/2016,TM,TM4,79.4779,6.285
19/12/2016,TM,TM5,45.9745,5.2505
19/12/2016,TM,TM6,90.2227,6.5265
19/12/2016,TM,TM7,72.0463,5.837
19/12/2016,TM,TM8,63.4441,5.65
19/12/2016,TM,TM9,88.471,6.278
19/12/2016,TM,TM10,74.3744,6.2915
19/12/2016,TM,TM11,51.1336,5.1185
19/12/2016,TM,TM12,57.8593,5.431
19/12/2016,TM,TM13,51.6015,5.2815
19/12/2016,TM,TM14,58.0438,5.655
19/12/2016,TM,TM15,57.3699,5.684
19/12/2016,TM,TM16,51.4127,5.3505
19/12/2016,TM,TM17,57.415,5.5895
19/12/2016,TM,TM18,58.5275,5.3255
19/12/2016,TM,TM19,55.9513,5.701
19/12/2016,TM,TM20,70.8659,5.911
19/12/2016,TA,TA1,72.2673,5.932
19/12/2016,TA,TA2,58.0021,5.3875
19/12/2016,TA,TA3,68.0535,5.776
19/12/2016,TA,TA4,DEAD,DEAD
19/12/2016,TA,TA5,67.0424,5.921
19/12/2016,TA,TA6,73.8654,5.824
19/12/2016,TA,TA7,87.3355,6.453
19/12/2016,TA,TA8,57.7561,5.4125
19/12/2016,TA,TA9,74.8583,6.3595
19/12/2016,TA,TA10,46.3422,5.2675
19/12/2016,TA,TA11,47.9958,5.074
19/12/2016,TA,TA12,80.0205,6.283
19/12/2016,TA,TA13,57.9322,5.436
19/12/2016,TA,TA14,61.5799,5.656
19/12/2016,TA,TA15,97.1412,6.634
19/12/2016,TA,TA16,70.9402,5.653
19/12/2016,TA,TA17,58.8866,5.415
19/12/2016,TA,TA18,53.6836,5.1215
19/12/2016,TA,TA19,80.3323,6.104
19/12/2016,TA,TA20,49.915,5.3915
19/12/2016,TTC,TTC1,84.6614,6.4965
19/12/2016,TTC,TTC2,98.2588,6.7865
19/12/2016,TTC,TTC3,65.9401,5.6345
19/12/2016,TTC,TTC4,76.084,6.3915
19/12/2016,TTC,TTC5,75.4118,6.4615
19/12/2016,TTC,TTC6,74.7651,5.8595
19/12/2016,TTC,TTC7,62.8038,5.5885
19/12/2016,TTC,TTC8,92.8426,6.7
19/12/2016,TTC,TTC9,68.083,6.0165
19/12/2016,TTC,TTC10,DEAD,DEAD
19/12/2016,TTC,TTC11,75.0523,5.7575
19/12/2016,TTC,TTC12,48.0313,4.9725
19/12/2016,TTC,TTC13,83.3077,6.1505
19/12/2016,TTC,TTC14,81.7403,6.182
19/12/2016,TTC,TTC15,79.0909,6.095
19/12/2016,TTC,TTC16,62.6666,5.3
19/12/2016,TTC,TTC17,63.5375,5.5235
19/12/2016,TTC,TTC18,74.6917,5.8695
19/12/2016,TTC,TTC19,60.176,5.486
19/12/2016,TTC,TTC20,81.8339,6.231
19/12/2016,TTM,TTM1,67.9938,5.7625
19/12/2016,TTM,TTM2,75.0094,5.836
19/12/2016,TTM,TTM3,92.1008,6.47
19/12/2016,TTM,TTM4,72.2928,6.1685
19/12/2016,TTM,TTM5,59.8167,5.7335
19/12/2016,TTM,TTM6,67.5019,5.783
19/12/2016,TTM,TTM7,93.1782,6.229
19/12/2016,TTM,TTM8,67.9491,5.8115
19/12/2016,TTM,TTM9,62.0206,5.8505
19/12/2016,TTM,TTM10,55.6233,5.6015
19/12/2016,TTM,TTM11,66.1155,5.716
19/12/2016,TTM,TTM12,71.5735,5.99
19/12/2016,TTM,TTM13,85.9969,6.185
19/12/2016,TTM,TTM14,75.1612,6.126
19/12/2016,TTM,TTM15,85.9962,6.6045
19/12/2016,TTM,TTM16,60.8785,5.4805
19/12/2016,TTM,TTM17,95.207,6.403
19/12/2016,TTM,TTM18,76.8433,6.0855
19/12/2016,TTM,TTM19,61.5366,5.661
19/12/2016,TTM,TTM20,74.1252,6.1185
19/12/2016,TTA,TTA1,60.4447,5.473
19/12/2016,TTA,TTA2,68.1042,5.415
19/12/2016,TTA,TTA3,63.3145,5.5225
19/12/2016,TTA,TTA4,87.0644,6.241
19/12/2016,TTA,TTA5,75.1368,5.926
19/12/2016,TTA,TTA6,53.9951,5.2375
19/12/2016,TTA,TTA7,72.2606,5.94
19/12/2016,TTA,TTA8,107.5299,6.8375
19/12/2016,TTA,TTA9,55.4744,5.616
19/12/2016,TTA,TTA10,87.6788,6.513
19/12/2016,TTA,TTA11,94.0815,6.289
19/12/2016,TTA,TTA12,63.3877,5.6725
19/12/2016,TTA,TTA13,56.6154,5.3585
19/12/2016,TTA,TTA14,61.3488,5.4395
19/12/2016,TTA,TTA15,65.5807,6.0705
19/12/2016,TTA,TTA16,47.9588,4.894
19/12/2016,TTA,TTA17,80.3792,5.979
19/12/2016,TTA,TTA18,DEAD,DEAD
19/12/2016,TTA,TTA19,30.9091,4.2735
19/12/2016,TTA,TTA20,58.9777,5.537
19/12/2016,TTTC,TTTC1,69.1902,5.917
19/12/2016,TTTC,TTTC2,59.1264,5.4575
19/12/2016,TTTC,TTTC3,64.3564,5.673
19/12/2016,TTTC,TTTC4,66.3335,5.789
19/12/2016,TTTC,TTTC5,70.1747,5.9535
19/12/2016,TTTC,TTTC6,83.9487,6.0775
19/12/2016,TTTC,TTTC7,83.1695,6.122
19/12/2016,TTTC,TTTC8,76.2862,6.009
19/12/2016,TTTC,TTTC9,83.94,6.208
19/12/2016,TTTC,TTTC10,68.4278,5.8155
19/12/2016,TTTC,TTTC11,56.1288,5.4085
19/12/2016,TTTC,TTTC12,77.4263,6.005
19/12/2016,TTTC,TTTC13,51.19,5.0295
19/12/2016,TTTC,TTTC14,47.6835,5.16
19/12/2016,TTTC,TTTC15,53.5157,5.362
19/12/2016,TTTC,TTTC16,62.0677,5.5585
19/12/2016,TTTC,TTTC17,69.3786,5.716
19/12/2016,TTTC,TTTC18,43.2741,4.5595
19/12/2016,TTTC,TTTC19,58.3746,5.3785
19/12/2016,TTTC,TTTC20,59.1101,5.676
19/12/2016,TTTM,TTTM1,68.8882,5.7625
19/12/2016,TTTM,TTTM2,68.3136,5.849
19/12/2016,TTTM,TTTM3,58.72,5.0305
19/12/2016,TTTM,TTTM4,56.6973,5.4605
19/12/2016,TTTM,TTTM5,67.2654,5.9635
19/12/2016,TTTM,TTTM6,80.2413,6.0105
19/12/2016,TTTM,TTTM7,65.1385,5.5895
19/12/2016,TTTM,TTTM8,70.0993,5.914
19/12/2016,TTTM,TTTM9,63.3337,5.796
19/12/2016,TTTM,TTTM10,58.7755,5.4565
19/12/2016,TTTM,TTTM11,65.0718,6.1475
19/12/2016,TTTM,TTTM12,61.3738,5.5785
19/12/2016,TTTM,TTTM13,71.6955,5.778
19/12/2016,TTTM,TTTM14,45.8505,4.8465
19/12/2016,TTTM,TTTM15,84.6725,6.3145
19/12/2016,TTTM,TTTM16,58.4549,5.491
19/12/2016,TTTM,TTTM17,54.9722,5.165
19/12/2016,TTTM,TTTM18,89.0491,6.2225
19/12/2016,TTTM,TTTM19,DEAD,DEAD
19/12/2016,TTTM,TTTM20,62.7102,5.859
19/12/2016,TTTA,TTTA1,57.8388,5.2845
19/12/2016,TTTA,TTTA2,80.4537,6.3365
19/12/2016,TTTA,TTTA3,59.5033,5.846
19/12/2016,TTTA,TTTA4,49.8339,5.44
19/12/2016,TTTA,TTTA5,83.2717,6.648
19/12/2016,TTTA,TTTA6,68.0353,5.7575
19/12/2016,TTTA,TTTA7,76.0916,6.0395
19/12/2016,TTTA,TTTA8,70.8703,5.8525
19/12/2016,TTTA,TTTA9,78.2017,6.1655
19/12/2016,TTTA,TTTA10,DEAD,DEAD
19/12/2016,TTTA,TTTA11,67.3273,5.7285
19/12/2016,TTTA,TTTA12,74.3924,6.0105
19/12/2016,TTTA,TTTA13,52.2092,5.474
19/12/2016,TTTA,TTTA14,53.1922,5.4115
19/12/2016,TTTA,TTTA15,81.2438,6.451
19/12/2016,TTTA,TTTA16,63.5221,5.4565
19/12/2016,TTTA,TTTA17,70.0006,6.034
19/12/2016,TTTA,TTTA18,70.0044,5.967
19/12/2016,TTTA,TTTA19,DEAD,DEAD
19/12/2016,TTTA,TTTA20,73.401,6.137
02/01/2017,TC,TC1,121.6012,7.2315
02/01/2017,TC,TC2,95.6291,6.745
02/01/2017,TC,TC3,113.2959,7.128
02/01/2017,TC,TC4,108.6658,6.8465
02/01/2017,TC,TC5,81.1356,6.4155
02/01/2017,TC,TC6,118.7399,7.048
02/01/2017,TC,TC7,98.9399,6.849
02/01/2017,TC,TC8,116.1992,7.0685
02/01/2017,TC,TC9,126.6993,7.409
02/01/2017,TC,TC10,105.1822,7.1425
02/01/2017,TC,TC11,75.7611,6.1845
02/01/2017,TC,TC12,121.7226,7.2335
02/01/2017,TC,TC13,91.103,6.878
02/01/2017,TC,TC14,77.593,6.2995
02/01/2017,TC,TC15,123.6658,7.375
02/01/2017,TC,TC16,111.8948,7.093
02/01/2017,TC,TC17,109.3408,7.192
02/01/2017,TC,TC18,121.658,7.5675
02/01/2017,TC,TC19,81.779,6.72
